"Day" "Icum" "f0-9" "f10-19" "f20-29" "f30-39" "f40-49" "f50-59" "f60-69" "f70-79" "f80+" "m0-9" "m10-19" "m20-29" "m30-39" "m40-49" "m50-59" "m60-69" "m70-79" "m80+"
200101 39 1.1112 1.6778 1.578 2.089 2.919 2.625 2.104 1.896 2 3.3336 3.9814 2.63 2.095 2.085 1.875 2.104 1.896 1
200102 80 1.1112 4.5708 7.364 6.282 6.672 6 3.156 2.844 7 3.3336 4.7704 4.208 3.976 4.587 4.125 2.63 2.37 5
200103 109 2.2224 6.2486 8.942 8.163 9.174 8.25 4.208 3.792 11 3.3336 5.5594 5.786 5.441 6.255 5.625 4.208 3.792 7
200104 125 2.2224 6.5116 9.468 9.414 11.259 10.125 5.26 4.74 12 3.3336 5.8224 6.312 6.276 7.506 6.75 5.26 4.74 8
200105 130 2.2224 6.7746 9.994 9.833 11.676 10.5 5.26 4.74 13 3.3336 5.8224 6.312 6.276 7.506 6.75 5.26 4.74 10
200106 132 2.2224 6.7746 9.994 10.041 12.093 10.875 5.26 4.74 13 3.3336 5.8224 6.312 6.276 7.506 6.75 5.26 4.74 11
200107 133 2.2224 6.7746 9.994 10.041 12.093 10.875 5.26 4.74 13 3.3336 5.8224 6.312 6.484 7.923 7.125 5.26 4.74 11
200108 135 2.2224 6.7746 9.994 10.249 12.51 11.25 5.26 4.74 13 3.3336 5.8224 6.312 6.692 8.34 7.5 5.26 4.74 11
200109 138 2.2224 6.7746 9.994 10.457 12.927 11.625 5.26 4.74 13 3.3336 6.3484 7.364 7.114 8.34 7.5 5.26 4.74 11
200110 140 2.2224 6.7746 9.994 10.457 12.927 11.625 5.26 4.74 13 3.3336 6.3484 7.364 7.114 8.34 7.5 5.786 5.214 12
200111 147 2.778 7.745 11.046 11.295 13.761 12.375 5.786 5.214 13 3.3336 6.3484 7.364 7.322 8.757 7.875 5.786 5.214 12
200112 151 3.3336 8.1894 11.046 11.503 14.178 12.75 5.786 5.214 13 3.3336 6.6114 7.89 7.533 8.757 7.875 6.312 5.688 12
200113 153 3.3336 8.4524 11.572 11.714 14.178 12.75 5.786 5.214 14 3.3336 6.6114 7.89 7.533 8.757 7.875 6.312 5.688 12
200114 155 3.3336 8.4524 11.572 11.922 14.595 13.125 5.786 5.214 14 3.3336 6.6114 7.89 7.741 9.174 8.25 6.312 5.688 12
200115 159 3.3336 8.4524 11.572 11.922 14.595 13.125 5.786 5.214 15 3.3336 6.8744 8.416 8.16 9.591 8.625 6.838 6.162 12
200116 163 3.3336 8.9784 12.624 12.344 14.595 13.125 5.786 5.214 15 3.8892 7.3188 8.416 8.368 10.008 9 6.838 6.162 12
200117 172 3.8892 9.9488 13.676 13.182 15.429 13.875 6.312 5.688 15 4.4448 8.2892 9.468 8.79 10.008 9 6.838 6.162 12
200118 176 3.8892 9.9488 13.676 13.182 15.429 13.875 6.312 5.688 15 4.4448 8.2892 9.468 9.414 11.259 10.125 6.838 6.162 13
200119 178 3.8892 9.9488 13.676 13.182 15.429 13.875 6.838 6.162 15 4.4448 8.5522 9.994 9.625 11.259 10.125 6.838 6.162 13
200120 180 3.8892 10.2118 14.202 13.393 15.429 13.875 6.838 6.162 15 4.4448 8.5522 9.994 9.833 11.676 10.5 6.838 6.162 13
200121 189 3.8892 10.8693 15.517 14.7525 17.097 15.375 6.838 6.162 15 4.4448 8.9467 10.783 10.1495 11.676 10.5 6.838 6.162 14
200122 197 3.8892 11.1323 16.043 14.9635 17.097 15.375 6.838 6.162 15 4.4448 9.9987 12.887 11.6175 12.927 11.625 6.838 6.162 14
200123 204 3.8892 11.9213 17.621 15.5965 17.097 15.375 6.838 6.162 16 4.4448 10.2617 13.413 12.0365 13.344 12 6.838 6.162 15
200124 208 3.8892 11.9213 17.621 15.5965 17.097 15.375 7.364 6.636 16 4.4448 10.2617 13.413 12.4525 14.178 12.75 7.364 6.636 15
200125 213 3.8892 11.9213 17.621 15.8045 17.514 15.75 7.364 6.636 16 4.4448 10.7877 14.465 13.2905 15.012 13.5 7.364 6.636 15
200126 222 3.8892 11.9213 17.621 16.5325 18.9735 17.0625 7.364 6.636 16 5.0004 11.7581 15.517 14.0245 15.6375 14.0625 7.89 7.11 15
200127 231 3.8892 11.9213 17.621 17.1565 20.2245 18.1875 7.364 6.636 16 6.0004 12.0211 16.043 14.8595 16.8885 15.1875 8.416 7.584 15
200128 235 3.8892 12.1843 18.147 17.5755 20.6415 18.5625 7.364 6.636 16 6.0004 12.2841 16.569 15.2785 17.3055 15.5625 8.416 7.584 15
200129 246 4.8892 12.9733 19.725 19.0405 22.3095 20.0625 7.364 6.636 16 6.0004 12.5471 17.095 15.6975 17.7225 15.9375 8.942 8.058 15
200130 268 6.0004 15.1771 22.355 20.9275 23.9775 21.5625 7.89 7.11 16 6.556 14.3065 19.725 16.9605 18.1395 16.3125 10.52 9.48 15
200131 293 6.0004 16.4921 24.985 23.0225 26.0625 23.4375 8.942 8.058 18 8.1116 15.2769 20.777 18.2145 19.8075 17.8125 12.098 10.902 15
200201 298 6.0004 16.7551 25.511 23.2335 26.0625 23.4375 8.942 8.058 19 8.1116 15.8029 21.829 18.8445 20.2245 18.1875 12.098 10.902 15
200202 305 6.0004 16.7551 25.511 23.3375 26.271 23.625 9.468 8.532 20 8.1116 16.0659 22.355 19.5755 21.267 19.125 12.098 10.902 16
200203 309 6.0004 17.0181 26.037 23.7565 26.688 24 9.468 8.532 20 8.1116 16.3289 22.881 19.7865 21.267 19.125 12.624 11.376 16
200204 311 6.0004 17.0181 26.037 23.7565 26.688 24 9.994 9.006 20 8.1116 16.3289 22.881 19.9945 21.684 19.5 12.624 11.376 16
200205 313 6.0004 17.0181 26.037 23.7565 26.688 24 9.994 9.006 20 8.1116 16.3289 22.881 20.4105 22.518 20.25 12.624 11.376 16
200206 314 6.0004 17.0181 26.037 23.7565 26.688 24 10.52 9.48 20 8.1116 16.3289 22.881 20.4105 22.518 20.25 12.624 11.376 16
200207 317 6.0004 17.0181 26.037 23.7565 26.688 24 10.52 9.48 21 8.1116 16.3289 22.881 20.6185 22.935 20.625 13.15 11.85 16
200208 318 6.0004 17.0181 26.037 23.7565 26.688 24 10.52 9.48 21 8.1116 16.3289 22.881 20.8265 23.352 21 13.15 11.85 16
200209 321 6.0004 17.2811 26.563 24.1755 27.105 24.375 10.52 9.48 21 8.1116 16.5919 23.407 21.0375 23.352 21 13.15 11.85 16
200210 327 7.0004 17.2811 26.563 24.5915 27.939 25.125 11.046 9.954 22 8.1116 16.8549 23.933 21.2485 23.352 21 13.15 11.85 16
200211 337 7.0004 17.5441 27.089 25.4265 29.19 26.25 11.572 10.428 22 9.1116 17.3809 24.985 21.8785 23.769 21.375 13.676 12.324 16
200212 347 7.0004 17.5441 27.089 25.6345 29.607 26.625 12.624 11.376 22 9.1116 17.6439 25.511 22.5055 24.603 22.125 15.78 14.22 16
200213 352 7.0004 17.5441 27.089 26.2585 30.858 27.75 13.15 11.85 22 9.1116 17.6439 25.511 22.5055 24.603 22.125 16.306 14.694 16
200214 358 7.0004 17.5441 27.089 26.8825 32.109 28.875 13.15 11.85 22 9.1116 17.9069 26.037 22.9245 25.02 22.5 16.832 15.168 16
200215 371 7.0004 17.5441 27.089 28.3385 35.028 31.5 14.202 12.798 22 9.1116 18.1699 26.563 23.5515 25.854 23.25 17.358 15.642 16
200216 382 7.0004 17.8071 27.615 29.1735 36.279 32.625 14.728 13.272 22 9.1116 18.4329 27.089 24.8025 27.939 25.125 17.358 15.642 16
200217 394 8.556 18.2515 27.615 29.7975 37.53 33.75 15.78 14.22 22 9.1116 19.2219 28.667 25.6435 28.356 25.5 17.884 16.116 16
200218 408 8.556 19.0405 29.193 31.0545 38.781 34.875 16.306 14.694 22 9.1116 19.4849 29.193 26.6865 30.024 27 18.936 17.064 16
200219 417 8.556 19.0405 29.193 31.4705 39.615 35.625 16.306 14.694 22 9.1116 20.0109 30.245 27.9405 31.692 28.5 19.462 17.538 16
200220 445 9.556 20.0925 31.297 33.5625 42.117 37.875 16.832 15.168 24 10.2228 21.1627 30.771 30.2315 35.862 32.25 19.988 18.012 16
200221 470 10.1116 21.3259 32.875 35.2355 44.202 39.75 17.884 16.116 24 10.2228 21.6887 31.823 32.1095 38.781 34.875 22.618 20.382 16
200222 496 10.1116 22.9039 36.031 37.7495 46.704 42 18.41 16.59 24 10.7784 22.9221 33.401 33.9905 41.283 37.125 24.196 21.804 16
200223 543 10.1116 25.2709 40.765 41.3125 50.04 45 19.462 17.538 24 12.334 25.9965 38.661 38.1805 45.453 40.875 26.3 23.7 18
200224 609 10.6672 28.6083 46.551 47.7935 58.38 52.5 22.618 20.382 25 14.0008 29.6967 43.395 42.7835 50.874 45.75 27.352 24.648 18
200225 713 11.2228 34.5757 57.597 55.3445 64.635 58.125 24.722 22.278 25 15.0008 35.7457 55.493 54.0845 63.801 57.375 31.034 27.966 19
200226 869 11.7784 44.2251 76.007 68.9695 77.145 69.375 29.982 27.018 28 15.0008 41.5317 67.065 64.7585 75.894 68.25 43.658 39.342 21
200227 1031 11.7784 50.5371 88.631 84.0175 97.161 87.375 32.086 28.914 31 16.5564 49.3401 81.793 78.1545 90.906 81.75 50.496 45.504 25
200228 1249 14.8896 58.3954 102.57 100.217 118.428 106.5 41.554 37.446 35 19.2232 58.4318 97.31 95.611 113.424 102 62.594 56.406 29
200229 1442 15.4452 64.3628 113.616 114.84 138.861 124.875 50.496 45.504 37 19.2232 63.1658 106.778 111.681 138.027 124.125 74.166 66.834 33
200301 1673 16.5564 72.8786 128.87 134.479 165.966 149.25 60.49 54.51 39 20.3344 70.6296 119.928 128.188 160.545 144.375 89.946 81.054 36
200302 1967 22.2232 83.6798 147.806 154.763 191.403 172.125 71.01 63.99 48 24.668 80.66 134.656 150.944 194.322 174.75 109.408 98.592 44
200303 2267 25.0012 96.9478 169.898 175.481 215.172 193.5 87.316 78.684 52 27.7792 91.5428 154.644 175.81 228.099 205.125 126.766 114.234 49
200304 2679 29.8904 113.4716 196.724 206.418 255.621 229.875 99.414 89.586 58 32.0016 105.6814 179.366 211.311 279.39 251.25 149.91 135.09 56
200305 3124 33.7796 130.2584 224.076 240.894 302.742 272.25 121.506 109.494 68 33.1128 122.0872 210.4 247.68 327.345 294.375 172.002 154.998 59
200306 3805 39.2244 151.6976 259.844 291.642 375.717 337.875 139.916 126.084 82 41.5576 143.2634 245.642 305.497 414.915 373.125 216.186 194.814 66
200307 4626 43.1136 179.5304 309.288 351.828 456.615 410.625 169.372 152.628 93 52.0024 173.6446 299.294 379.435 519.999 467.625 255.636 230.364 82
200308 5729 49.6696 211.8524 365.044 424.738 557.946 501.75 212.504 191.496 104 57.8916 218.0464 381.876 485.986 667.2 600 315.6 284.4 99
200309 7495 63.8924 276.5416 482.868 553.538 721.41 648.75 285.618 257.382 130 68.1144 287.4696 509.168 646.456 886.542 797.25 397.13 357.87 125
200310 9757 76.3376 365.1004 644.876 727.102 939.084 844.5 370.83 334.17 159 85.226 371.521 667.494 849.535 1166.349 1048.875 498.122 448.878 160
200311 12579 87.894 469.802 837.392 930.792 1192.62 1072.5 480.764 433.236 189 103.8936 478.1634 862.114 1112.933 1537.896 1383 634.882 572.118 200
200312 15745 106.4504 588.5741 1058.049 1168.0265 1490.775 1340.625 598.062 538.938 221 128.4504 598.5681 1078.037 1399.8525 1939.467 1744.125 788.474 710.526 247
200313 19645 137.7856 741.6319 1326.835 1464.5035 1868.994 1680.75 746.394 672.606 265 164.22991 750.40381 1346.93411 1744.07261 2413.29011 2170.23611 972.15911 876.06311 303.11111
200314 23540 170.0096 895.6419 1599.303 1758.4015 2239.0815 2013.5625 892.622 804.378 321 206.89831 902.65441 1616.77211 2081.42761 2872.61561 2583.29861 1171.51311 1055.70911 355.11111
200315 27585 199.34462 1045.56632 1865.15522 2046.45072 2602.71922 2340.59722 1072.47322 966.47122 385.22222 240.56671 1071.47401 1919.74811 2428.53961 3324.85211 2989.98611 1390.06611 1252.65611 443.11111
200316 33069 232.23542 1259.03252 2253.86922 2470.59572 3140.44072 2824.15972 1307.33222 1178.11222 483.22222 286.23551 1281.63921 2297.41611 2871.75761 3909.69461 3515.92361 1691.72711 1524.49511 541.11111
200317 38001 270.12622 1447.64522 2592.87622 2843.80922 3616.02922 3251.84722 1530.35622 1379.08822 579.22222 327.01551 1482.56771 2654.83311 3269.62011 4419.89411 3974.73611 1953.67511 1760.54711 647.11111
200318 43142 311.12822 1637.01522 2931.62022 3213.48522 4084.73722 3673.34722 1781.78422 1605.66022 711.22222 372.46222 1692.07322 3028.40422 3682.24522 4946.67622 4448.47222 2236.77422 2015.67022 769.22222
200319 47730 349.57413 1810.90653 3249.96133 3575.14733 4553.76483 4095.14583 1995.18833 1797.97833 812.33333 404.24142 1854.10002 3324.01622 4029.10722 5404.33372 4860.03472 2496.88122 2250.06322 867.22222
200320 52924 388.63151 1992.46471 3576.35911 3968.32511 5079.46261 4567.92361 2248.47211 2026.25011 994.61111 451.18822 2034.37522 3636.96022 4398.09322 5892.30672 5298.90972 2821.92322 2543.02122 1004.72222
200321 57153 423.18871 2160.00101 3878.54611 4297.33661 5496.04561 4942.54861 2457.82011 2214.90211 1119.61111 490.74582 2188.02712 3903.37922 4700.27672 6283.86972 5651.03472 3064.40922 2761.53522 1119.72222
200322 60570 453.52351 2292.09571 4113.40511 4560.34011 5834.44111 5246.86111 2638.76411 2377.95811 1231.61111 520.96916 2297.70096 4100.17356 4934.06656 6594.24256 5930.18056 3269.88256 2946.72856 1227.05556
200323 65539 495.41471 2478.13301 4439.26211 4929.42261 6312.32311 5676.61111 2912.28411 2624.43811 1418.61111 566.19356 2459.52406 4380.26856 5268.77606 7040.01556 6331.05556 3574.43656 3221.17456 1411.05556
200324 69571 530.58302 2638.02192 4726.04322 5234.53672 6693.36372 6019.28472 3114.37922 2806.56522 1631.72222 608.02836 2596.22126 4624.33256 5526.94406 7361.31406 6619.99306 3814.81856 3437.79256 1587.05556
200325 74137 568.14062 2814.68632 5038.48722 5591.79072 7158.31872 6437.40972 3346.08222 3015.36222 1857.72222 654.69716 2744.84446 4878.91656 5813.98006 7732.02706 6953.36806 4073.34756 3670.76356 1787.05556
200326 78402 615.25373 2991.54343 5352.09433 5930.54583 7585.22933 6821.33333 3567.63933 3215.02733 2076.83333 704.25507 2888.69977 5119.40967 6070.36617 8052.60267 7241.66667 4319.10067 3892.23267 1958.16667
200327 82860 654.14413 3154.85353 5648.49533 6271.90033 8031.21083 7222.39583 3786.19233 3411.97433 2357.83333 743.59027 3035.84007 5376.36067 6348.88767 8404.34217 7557.97917 4581.31167 4128.52167 2144.16667
200328 86808 693.36813 3301.49953 5906.23533 6572.05833 8425.69283 7577.14583 3978.70833 3585.45833 2657.33333 788.14778 3170.43578 5606.33378 6588.26178 8699.27228 7823.21528 4791.82278 4318.23278 2324.77778
200329 89853 727.48053 3422.48013 6122.42133 6817.79533 8744.48933 7863.83333 4132.30033 3723.86633 2864.33333 819.03818 3268.91638 5773.07578 6769.02878 8927.57978 8028.52778 4941.20678 4452.84878 2453.77778
200330 94207 766.03813 3596.12003 6428.81633 7141.94283 9147.93683 8226.64583 4343.22633 3913.94033 3214.33333 857.37338 3407.11468 6012.14278 7022.90428 9244.29128 8313.34028 5208.94078 4694.11478 2667.77778
200331 98190 812.92933 3746.25783 6682.87433 7428.03983 9517.19033 8558.70833 4552.04833 4102.11833 3613.33333 900.70929 3547.14299 6240.53789 7251.14139 9518.16289 8559.63889 5409.45789 4874.81989 2874.88889
200401 102646 864.98729 3922.85099 6988.00989 7754.10739 9925.48889 8925.88889 4777.23189 4305.04589 4083.38889 953.43427 3689.11557 6469.09967 7490.67317 9814.51067 8826.16667 5646.43567 5088.39767 3121.16667
200402 106889 898.21109 4065.52469 7241.80489 8051.53889 10317.67739 9278.57639 5004.46389 4509.81389 4580.88889 999.88087 3816.52647 6680.81467 7716.93667 10097.86217 9080.97917 5877.87567 5296.95767 3372.66667
200403 111297 933.54611 4227.28411 7531.32711 8363.01911 10709.25411 9630.73611 5235.86311 4718.35911 5127.11111 1051.32758 3953.44398 6909.20978 7956.19778 10393.83478 9347.15278 6105.48178 5502.07378 3601.77778
200404 114557 957.88091 4352.93531 7753.29911 8609.72511 11025.34011 9914.98611 5403.13111 4869.09111 5468.11111 1085.32909 4060.71469 7093.42089 8138.11089 10610.36889 9541.88889 6262.86689 5643.91089 3765.88889
200405 117193 983.10411 4454.23611 7936.34711 8806.80911 11273.24661 10137.92361 5533.57911 4986.64311 5739.11111 1110.66349 4155.01429 7260.68889 8290.17689 10780.71339 9695.07639 6385.42489 5754.35289 3909.88889
200406 120692 1016.55011 4579.98711 8156.74111 9047.78611 11579.11611 10412.98611 5700.32111 5136.90111 6146.61111 1140.88669 4261.83809 7454.78289 8486.07589 11017.36089 9907.88889 6587.40889 5936.36889 4122.38889
200407 124159 1064.21882 4711.52662 8378.82422 9281.60322 11869.25072 10673.90972 5888.21422 5306.23022 6573.22222 1188.33349 4381.12329 7646.24689 8670.51989 11233.15839 10101.95139 6760.98889 6092.78889 4336.88889
200408 127608 1105.99842 4842.31102 8603.95222 9524.47922 12175.12022 10948.97222 6076.52222 5475.92222 7026.22222 1223.11269 4482.92309 7821.40489 8842.59889 11437.27989 10285.51389 6934.56889 6249.20889 4551.88889
200409 130902 1127.55522 4957.85022 8810.14422 9747.38322 12456.17822 11201.72222 6235.11122 5618.83322 7452.72222 1259.78109 4601.24669 8023.38889 9030.11889 11650.78389 10477.51389 7105.25589 6403.02189 4743.38889
200410 133475 1152.55633 5055.46683 8983.04633 9919.76783 12662.70433 11387.45833 6367.51133 5738.15533 7792.83333 1289.11549 4683.57979 8166.72389 9170.60839 11817.16689 10627.13889 7235.44089 6520.33689 4905.38889
200411 135814 1188.61324 5145.40214 9135.69744 10076.85294 12854.84394 11560.25694 6477.03044 5836.85844 8089.94444 1324.28369 4777.02259 8322.94589 9304.93139 11960.82339 10756.32639 7345.37489 6619.40289 5037.38889
200412 137716 1206.72524 5213.85964 9254.83644 10204.82844 13015.59744 11704.81944 6559.61244 5911.27644 8378.94444 1343.95129 4851.18449 8452.60489 9414.66289 12076.54089 10860.38889 7423.22289 6689.55489 5153.38889
200413 139499 1228.83716 5284.82696 9380.66156 10324.84056 13154.98656 11830.18056 6649.14356 5991.96756 8629.05556 1362.6188 4909.7092 8552.656 9511.232 12189.659 10962.125 7506.442 6764.558 5265.5
200414 141571 1252.78256 5364.73406 9521.36656 10463.13106 13319.07606 11977.74306 6748.55756 6081.55356 8899.05556 1388.7866 4982.9779 8676.529 9627.3785 12322.8905 11081.9375 7600.07 6848.93 5413.5
200415 143791 1277.89496 5447.97416 9662.07156 10610.88556 13502.13906 12142.36806 6853.75756 6176.35356 9210.55556 1414.4546 5069.5554 8823.02 9749.998 12450.9095 11197.0625 7698.432 6937.568 5566
200416 145941 1315.00776 5536.39736 9805.14356 10755.74156 13677.48756 12300.05556 6953.69756 6266.41356 9449.05556 1444.0114 5163.7916 8986.606 9881.867 12583.724 11316.5 7798.898 7028.102 5678.5
200417 148136 1339.45327 5614.76507 9940.43667 10899.41567 13856.70017 12461.22917 7049.54067 6352.79267 9710.66667 1482.4574 5272.7106 9173.336 10023.852 12718.2065 11437.4375 7896.208 7115.792 5791
200418 149784 1358.89847 5683.33587 10062.46867 11007.02367 13974.29417 12566.97917 7143.16867 6437.16467 9900.66667 1511.125 5337.536 9284.322 10119.957 12821.6225 11530.4375 7979.842 7191.158 5874
