"Day" "Rcum" "f0-9" "f10-19" "f20-29" "f30-39" "f40-49" "f50-59" "f60-69" "f70-79" "f80+" "m0-9" "m10-19" "m20-29" "m30-39" "m40-49" "m50-59" "m60-69" "m70-79" "m80+"
200527 172982 2024.20311 7042.29211 12242.65711 13116.02011 16449.00811 14792.48611 8035.18311 7241.03911 10022.61111 2247.54462 6971.89582 11938.21422 12197.32222 14852.00922 13356.34722 8295.13822 7475.30622 4682.72222
200528 173411 2039.48171 7066.29351 12274.21711 13146.15211 16484.03611 14823.98611 8048.85911 7253.36311 10055.61111 2266.04553 6997.68613 11971.46333 12226.32633 14883.39533 13384.58333 8306.29533 7485.37133 4697.83333
200529 173786 2059.59371 7089.38351 12302.62111 13171.48211 16511.97511 14849.11111 8063.06111 7266.16111 10073.61111 2288.82424 7022.90964 12003.13444 12249.91344 14905.19044 13404.19444 8316.92644 7494.96244 4712.94444
200530 174127 2072.81651 7109.36271 12331.02511 13194.52411 16535.32711 14870.11111 8069.89911 7272.32311 10087.61111 2306.38064 7050.02624 12040.48044 12279.03844 14933.54644 13429.69444 8324.29044 7501.59844 4718.94444
200531 174333 2079.15011 7121.23411 12349.43511 13208.98111 16549.50511 14882.86111 8078.84111 7280.38111 10094.61111 2316.38096 7064.29416 12062.68356 12295.08356 14947.83556 13442.55556 8329.66156 7506.44956 4723.05556
200601 174566 2086.48371 7134.68351 12371.00111 13224.70411 16563.68311 14895.61111 8085.67911 7286.54311 10105.61111 2325.82576 7081.52536 12090.03556 12314.16756 14964.09856 13457.18056 8338.60356 7514.50756 4726.05556
200602 174902 2107.59571 7158.95701 12401.77211 13247.86361 16585.36711 14915.11111 8091.99111 7292.23111 10117.61111 2348.49296 7101.45466 12119.22856 12338.56606 14989.53556 13480.05556 8350.17556 7524.93556 4731.05556
200603 175364 2123.15211 7188.17761 12443.32611 13281.48461 16619.35261 14945.67361 8101.45911 7300.76311 10135.61111 2373.16056 7137.35006 12172.35456 12375.78906 15021.43606 13508.74306 8363.85156 7537.25956 4735.05556
200604 175802 2148.04211 7215.06761 12474.88611 13305.48061 16642.07911 14966.11111 8114.87211 7312.85011 10155.61111 2395.60616 7173.36346 12221.27256 12414.23606 15059.17456 13542.68056 8374.10856 7546.50256 4740.05556
200605 176181 2166.48731 7237.61341 12504.86811 13330.61161 16668.35011 14989.73611 8128.02211 7324.70011 10172.61111 2413.05127 7198.81357 12258.72967 12442.43217 15085.55667 13566.41667 8385.26567 7556.56767 4751.16667
200606 176447 2178.59891 7252.49581 12524.85611 13347.98961 16687.11511 15006.61111 8134.86011 7330.86211 10182.61111 2428.38527 7219.94457 12287.65967 12464.22917 15105.98967 13584.79167 8393.68167 7564.15167 4752.16667
200607 176628 2188.93251 7262.26321 12539.05811 13359.71861 16699.20811 15017.48611 8140.12011 7335.60211 10186.61111 2435.60767 7231.71617 12307.64767 12477.44717 15116.41467 13594.16667 8402.09767 7571.73567 4762.16667
200608 176995 2201.37731 7279.88891 12567.19911 13383.90311 16725.06211 15040.73611 8152.74411 7346.97811 10198.61111 2454.27527 7260.64207 12346.83467 12508.35067 15146.85567 13621.54167 8413.66967 7582.16367 4764.16667
200609 177396 2214.71131 7301.15141 12596.39211 13410.38161 16754.66911 15067.36111 8160.63411 7354.08811 10212.61111 2467.72047 7294.36537 12399.17167 12545.77717 15179.79867 13651.16667 8423.13767 7590.69567 4772.16667
200610 177879 2245.37931 7333.02491 12633.47511 13440.96111 16786.15261 15095.67361 8171.15411 7363.56811 10229.61111 2495.72167 7330.42867 12447.30067 12584.11567 15217.95417 13685.47917 8435.23567 7601.59767 4782.16667
200611 178178 2257.99111 7351.09061 12655.83011 13459.08061 16804.50061 15112.17361 8179.57011 7371.15211 10244.61111 2512.00027 7355.08757 12480.17567 12608.11917 15239.63817 13704.97917 8444.70367 7610.12967 4787.16667
200612 178535 2283.21431 7373.62291 12681.34111 13480.33811 16826.60161 15132.04861 8188.51211 7379.21011 10269.61111 2528.11187 7375.09847 12510.42067 12636.47567 15272.16417 13734.22917 8451.54167 7616.29167 4796.16667
200613 178878 2307.54871 7398.35901 12709.48211 13502.65061 16848.70261 15151.92361 8193.24611 7383.47611 10281.61111 2550.11307 7404.06077 12544.34767 12663.39717 15298.85217 13758.22917 8457.85367 7621.97967 4802.16667
200614 179136 2315.43791 7411.72681 12729.99611 13519.19961 16865.38261 15166.92361 8199.03211 7388.69011 10290.61111 2561.66907 7424.02177 12575.38167 12688.32617 15323.87217 13780.72917 8464.16567 7627.66767 4803.16667
200615 179529 2326.99391 7429.58381 12756.82211 13547.43261 16900.41061 15198.42361 8206.92211 7395.80011 10301.61111 2577.89187 7450.31297 12616.40967 12725.16817 15364.73817 13817.47917 8469.95167 7632.88167 4810.16667
200616 180483 2354.43951 7469.80521 12814.15611 13600.90361 16961.50111 15253.36111 8218.49411 7406.22811 10318.61111 2604.00427 7525.00557 12740.01967 12838.50517 15492.54867 13932.41667 8486.25767 7647.57567 4819.16667
200617 181169 2384.82971 7504.34951 12857.02511 13638.27611 17001.95011 15289.73611 8231.38111 7417.84111 10333.11111 2634.72807 7579.04827 12816.55267 12910.38967 15575.11467 14006.66667 8499.67067 7659.66267 4828.66667
200618 181720 2414.88687 7546.17747 12908.62867 13674.60967 17033.28067 15317.91667 8246.69067 7431.64267 10340.16667 2666.56242 7618.25502 12874.46822 12955.70322 15619.37222 14046.47222 8513.40222 7672.04222 4839.72222
200619 182435 2455.33327 7589.13807 12955.44267 13716.89267 17080.40167 15360.29167 8262.47067 7445.86267 10356.16667 2713.12002 7676.83242 12950.73822 13020.41022 15687.76022 14107.97222 8526.55222 7683.89222 4845.72222
200620 182877 2473.55638 7613.91718 12987.11378 13742.35178 17105.94978 15383.27778 8271.52378 7454.03178 10365.27778 2734.01002 7717.13542 13009.12422 13062.55122 15725.29022 14141.72222 8541.28022 7697.16422 4851.72222
200621 183219 2488.33478 7633.94628 13014.72878 13765.28528 17129.71878 15404.65278 8275.20578 7457.34978 10366.27778 2748.12162 7740.82832 13046.73322 13098.22972 15766.57322 14178.84722 8546.54022 7701.90422 4855.72222
200622 183730 2507.44678 7660.45528 13049.97078 13798.55828 17168.08278 15439.15278 8283.62178 7464.93378 10371.27778 2771.78913 7778.31303 13104.70433 13148.79883 15821.31133 14228.08333 8559.27533 7713.39133 4860.83333
200623 184230 2524.44758 7689.23148 13091.52478 13834.98728 17207.69778 15474.77778 8295.71978 7475.83578 10381.27778 2796.23464 7808.81474 13144.26544 13191.56694 15875.21544 14276.56944 8570.95844 7723.93044 4866.94444
200624 184705 2543.44838 7717.48168 13132.02678 13869.12228 17243.55978 15507.02778 8302.03178 7481.52378 10395.27778 2816.23544 7842.06194 13194.76144 13234.49494 15920.66844 14317.44444 8582.00444 7733.88444 4871.94444
200625 185185 2566.56038 7745.04268 13169.37278 13902.82328 17281.08978 15540.77778 8310.44778 7489.10778 10407.27778 2843.57016 7875.67446 13234.32256 13273.10306 15966.23256 14358.43056 8595.26556 7745.84556 4880.05556
200626 185687 2593.56158 7777.02948 13209.34878 13937.16328 17317.78578 15573.77778 8323.59778 7500.95778 10417.27778 2869.79336 7911.75126 13286.92256 13315.62706 16009.18356 14397.05556 8604.73356 7754.37756 4887.05556
200627 186019 2606.56238 7803.04418 13245.37978 13963.99278 17342.59728 15596.09028 8330.96178 7507.59378 10421.27778 2886.34936 7931.84376 13318.21956 13342.42956 16037.74806 14422.74306 8611.04556 7760.06556 4891.05556
200628 186285 2625.00758 7821.38198 13266.94578 13982.62778 17362.61328 15614.09028 8334.64378 7510.91178 10426.27778 2903.46087 7948.05247 13342.52667 13364.31067 16062.04517 14444.60417 8616.41667 7764.91667 4894.16667
200629 186735 2643.23078 7851.14678 13306.92178 14015.09578 17395.55628 15643.71528 8346.21578 7521.33978 10432.27778 2922.23927 7981.88907 13397.75667 13404.76967 16098.74117 14477.60417 8625.88467 7773.44867 4897.16667
200630 187183 2669.67638 7882.68918 13346.89778 14046.00378 17425.37178 15670.52778 8355.15778 7529.39778 10442.27778 2943.35127 8014.18407 13444.57067 13440.91667 16133.56067 14508.91667 8638.50867 7784.82467 4906.16667
200701 187619 2695.12198 7912.52208 13383.45478 14074.60428 17453.31078 15695.65278 8365.67778 7538.87778 10454.27778 2966.01887 8044.42497 13486.38767 13477.03517 16172.34167 14543.79167 8649.02867 7794.30467 4912.16667
200702 188010 2715.78938 7936.42368 13416.59278 14101.62528 17480.83278 15720.40278 8372.51578 7545.03978 10460.27778 2977.79707 8073.89477 13536.88367 13512.47517 16202.78267 14571.16667 8662.70467 7806.62867 4916.16667
200703 188411 2746.56818 7960.32088 13443.94478 14125.28528 17506.26978 15743.27778 8384.08778 7555.46778 10469.27778 3001.57587 8100.42197 13569.49567 13546.14917 16244.06567 14608.29167 8671.64667 7814.68667 4920.16667
200704 188702 2766.67978 7977.57028 13468.66678 14144.77028 17525.45178 15760.52778 8392.50378 7563.05178 10478.27778 3019.79867 8120.92717 13598.95167 13568.57317 16265.33267 14627.41667 8680.06267 7822.27067 4921.16667
200705 188936 2778.01338 7990.49368 13489.18078 14161.11128 17541.71478 15775.15278 8396.71178 7566.84378 10479.27778 3034.24347 8136.58037 13623.14767 13588.67917 16286.18267 14646.16667 8687.95267 7829.38067 4925.16667
200706 189299 2794.01409 8011.91719 13517.69589 14184.05639 17564.76089 15795.88889 8406.81689 7575.96089 10488.38889 3053.13338 8163.74468 13656.92278 13620.18228 16322.15578 14678.52778 8696.47978 7837.07578 4931.27778
200707 189678 2815.45969 8041.61859 13553.98989 14208.80739 17585.19389 15814.26389 8414.70689 7583.07089 10493.38889 3075.02298 8193.73608 13702.68478 13654.13928 16353.43078 14706.65278 8704.89578 7844.65978 4932.27778
200708 190071 2837.46049 8066.44979 13587.65389 14235.20739 17611.04789 15837.51389 8427.33089 7594.44689 10496.38889 3098.24618 8220.87088 13737.40078 13685.32928 16388.04178 14737.77778 8716.99378 7855.56178 4937.27778
200709 190449 2861.73909 8093.60719 13625.52589 14263.91939 17638.15289 15861.88889 8435.22089 7601.55689 10500.38889 3117.52478 8243.03128 13765.27878 13714.19228 16423.48678 14769.65278 8729.61778 7866.93778 4937.27778
200710 190897 2887.18429 8120.36099 13663.92389 14292.94639 17665.46639 15886.45139 8449.42289 7614.35489 10506.38889 3144.08149 8279.94479 13815.88589 13752.75939 16460.08539 14802.57639 8738.14489 7874.63289 4942.38889
200711 191243 2904.18469 8136.72159 13688.64589 14313.05539 17685.89939 15904.82639 8458.36489 7622.41289 10512.38889 3167.63789 8308.37639 13855.86189 13783.35539 16489.27539 14828.82639 8752.34689 7887.43089 4943.38889
200712 191480 2915.29629 8153.97099 13713.36789 14331.29239 17702.57939 15919.82639 8464.67689 7628.10089 10519.38889 3173.41589 8320.85539 13876.37589 13803.64839 16513.46139 14850.57639 8757.60689 7892.17089 4943.38889
200713 191948 2930.90809 8186.63319 13764.91589 14369.44239 17737.60739 15951.32639 8474.14489 7636.63289 10521.38889 3193.02769 8349.83559 13920.55989 13843.21239 16557.24639 14889.95139 8771.80889 7904.96889 4944.38889
200714 192413 2950.35369 8220.54259 13809.62589 14402.35339 17767.63139 15978.32639 8486.24289 7647.53489 10531.38889 3215.25089 8384.33439 13970.00389 13881.55839 16594.35939 14923.32639 8784.43289 7916.34489 4949.38889
200715 192977 2976.02169 8259.38559 13860.64789 14440.81239 17803.70189 16010.76389 8496.23689 7656.54089 10544.38889 3249.69689 8429.08139 14028.38989 13928.79539 16642.10589 14966.26389 8800.21289 7930.56489 4953.38889
200716 193459 2998.57809 8290.18419 13905.35789 14475.38739 17837.06189 16040.76389 8509.91289 7668.86489 10550.38889 3282.80889 8461.90239 14076.25589 13967.75639 16681.72089 15001.88889 8812.83689 7941.94089 4955.38889
200717 193983 3023.13449 8324.66479 13957.43189 14515.62039 17875.84289 16075.63889 8522.01089 7679.76689 10556.38889 3302.69889 8500.36439 14130.95989 14011.54039 16725.50589 15041.26389 8824.93489 7952.84289 4962.38889
200718 194478 3036.24649 8356.03929 14002.40489 14552.38089 17913.37289 16109.38889 8533.05689 7689.72089 10566.38889 3329.14449 8534.93129 14176.98489 14052.88289 16771.37589 15082.51389 8838.08489 7964.69289 4968.38889
200719 194862 3050.69169 8379.37409 14033.96489 14581.99289 17947.35839 16139.95139 8543.57689 7699.20089 10579.38889 3346.81169 8556.04409 14208.54489 14083.53489 16807.44639 15114.95139 8845.97489 7971.80289 4971.38889
200720 195464 3075.804 8423.4385 14097.985 14629.1645 17990.4205 16178.6875 8556.838 7711.162 10591.5 3378.14609 8595.50819 14266.14189 14130.35139 16854.98439 15157.70139 8862.80689 7986.97089 4976.38889
200721 196059 3095.2492 8461.7643 14159.527 14675.6915 18034.2055 16218.0625 8573.144 7725.856 10601.5 3399.92489 8638.86739 14332.41789 14182.31339 16905.85839 15203.45139 8873.85289 7996.92489 4980.38889
200722 196735 3122.6396 8509.0914 14223.962 14730.451 18092.1685 16270.1875 8584.716 7736.284 10606.5 3435.64849 8686.70229 14400.53489 14236.67789 16960.06839 15252.20139 8889.63289 8011.14489 4986.38889
200723 197374 3158.1968 8554.3327 14281.559 14776.0195 18137.2045 16310.6875 8595.236 7745.764 10622.5 3466.7612 8732.9253 14460.873 14289.6525 17017.7255 15304.0625 8904.998 8025.002 4990.5
200724 198101 3191.4756 8595.8509 14344.153 14830.1445 18195.376 16363 8606.808 7756.192 10634.5 3501.152 8787.8025 14532.409 14350.4845 17082.152 15362 8926.038 8043.962 4997.5
200725 198684 3210.7542 8629.3203 14394.649 14878.0645 18250.837 16412.875 8617.065 7765.435 10652 3517.43051 8824.96521 14591.95811 14401.06261 17135.63911 15410.11111 8936.93211 8053.79011 5001.11111
200726 199129 3222.3102 8656.3823 14439.885 14913.6825 18285.865 16444.375 8626.533 7773.967 10657 3533.98691 8857.60481 14640.35011 14440.65061 17176.08811 15446.48611 8947.45211 8063.27011 5003.11111
200727 199810 3245.089 8699.347 14505.372 14967.096 18340.2835 16493.3125 8643.891 7789.609 10668 3561.09971 8915.12551 14721.61711 14498.93811 17227.58761 15492.79861 8960.07611 8074.64611 5006.11111
200728 200540 3281.20171 8747.80551 14570.18111 15019.05611 18392.31111 16540.11111 8659.78211 7803.94011 10674.11111 3593.54562 8970.40382 14802.73222 14561.18322 17287.12122 15546.34722 8980.17522 8092.76922 5017.22222
200729 201310 3319.64811 8803.12711 14641.71711 15076.45611 18449.85711 16591.86111 8671.88011 7814.84211 10688.11111 3624.32473 9027.24193 14889.63333 14629.80533 17354.78633 15607.20833 8990.28033 8101.88633 5027.33333
200730 202047 3347.76091 8856.57131 14714.83111 15132.61711 18503.65011 16640.23611 8685.55611 7827.16611 10701.11111 3665.32673 9088.79393 14972.74133 14691.43133 17411.49833 15658.20833 9003.43033 8113.73633 5032.33333
200731 202905 3382.54042 8921.48552 14809.88522 15200.86972 18564.01772 16694.53472 8707.75922 7847.18522 10722.22222 3693.10624 9150.02614 15060.43144 14757.76994 17473.95094 15714.38194 9026.68544 8134.70344 5043.44444
200801 203596 3402.98562 8966.38632 14884.57722 15259.53572 18621.56372 16746.28472 8723.27622 7861.16822 10738.22222 3722.44104 9198.35534 15127.75944 14811.81794 17528.16094 15763.13194 9042.72844 8149.16044 5048.44444
200802 204151 3429.87562 9006.03182 14941.64822 15302.81322 18662.42972 16783.03472 8732.74422 7869.70022 10748.22222 3746.33104 9241.41984 15191.66844 14856.79844 17566.94194 15798.00694 9059.03444 8163.85444 5050.44444
200803 205051 3463.09922 9067.54272 15037.11722 15372.10172 18724.56272 16838.90972 8750.62822 7885.81622 10764.22222 3778.99953 9315.36463 15302.22833 14936.00083 17636.63583 15860.77083 9077.28133 8180.38533 5059.33333
200804 205981 3500.65642 9129.09002 15127.32622 15446.35222 18800.87372 16907.53472 8762.72622 7896.71822 10775.22222 3817.66833 9393.63533 15416.10733 15017.25033 17707.94283 15924.89583 9096.74333 8197.92333 5062.33333
200805 206989 3543.54762 9204.79882 15232.52622 15519.12822 18862.17272 16962.65972 8780.87322 7913.07122 10782.22222 3857.00398 9483.72758 15549.62978 15110.18178 17786.78328 15995.84028 9116.38678 8215.66878 5072.77778
200806 208056 3601.16162 9279.44682 15324.05022 15589.95422 18930.56072 17024.15972 8801.38722 7931.55722 10803.22222 3906.6174 9574.3866 15684.508 15204.98 17868.3205 16069.1875 9143.435 8240.065 5079
200807 209099 3654.22022 9353.67772 15411.62922 15661.38172 19003.32722 17089.59722 8815.06322 7943.88122 10810.22222 3969.67582 9670.73212 15819.64922 15299.57172 17949.23222 16141.97222 9161.01522 8255.92922 5088.22222
200808 209930 3687.72218 9417.73388 15500.57878 15724.03228 19057.38428 17138.21528 8826.69078 7954.36478 10819.27778 4008.06698 9748.94508 15930.69078 15372.74828 18006.62528 16193.59028 9176.32478 8269.73078 5097.27778
200809 210545 3716.33438 9460.05018 15563.43578 15770.56678 19100.12678 17176.65278 8840.36678 7966.68878 10824.27778 4039.79069 9804.31409 16011.54289 15427.19189 18050.72989 16233.26389 9183.79989 8276.47789 5099.38889
200810 211795 3773.55998 9562.46758 15700.72178 15871.29378 19191.65828 17258.96528 8857.72478 7982.33078 10834.27778 4088.23771 9907.10751 16165.35711 15537.17811 18147.48761 16320.29861 9198.75011 8289.97211 5107.61111
200811 213020 3837.67438 9656.10618 15822.22778 15958.82678 19269.42878 17328.90278 8875.08278 7997.97278 10845.27778 4150.90762 10021.18982 16328.52822 15647.10722 18236.62822 16400.47222 9216.74522 8306.19922 5120.72222
200812 214471 3909.12238 9769.24318 15977.39778 16066.51978 19360.54328 17410.84028 8898.22678 8018.82878 10859.27778 4246.69042 10159.77502 16505.26422 15766.36322 18333.58072 16487.65972 9243.57122 8330.37322 5127.72222
200813 215882 3983.68189 9874.65589 16109.00889 16167.53289 19457.18989 17497.76389 8914.11789 8033.15989 10869.38889 4324.91682 10295.96562 16694.09822 15895.88022 18441.37522 16584.59722 9259.35122 8344.59322 5134.72222
200814 217210 4045.62929 9973.37749 16247.34689 16268.36989 19548.09589 17579.51389 8936.20989 8053.06789 10881.38889 4388.75382 10422.83762 16874.51622 16012.14122 18529.36222 16663.72222 9279.33922 8362.60522 5143.72222
200815 218163 4090.79829 10050.22899 16354.38789 16341.26039 19608.14389 17633.51389 8953.56789 8068.70989 10886.38889 4427.36673 10504.46143 17001.65633 16096.69683 18596.61033 16724.20833 9295.75633 8377.41033 5151.83333
200816 218959 4113.35509 10104.22619 16437.49589 16404.65439 19668.40039 17687.70139 8961.98389 8076.29389 10893.38889 4461.81313 10581.34903 17116.32433 16172.95883 18657.28383 16778.77083 9304.17233 8384.99433 5153.83333
200817 220504 4172.80269 10224.14659 16614.23189 16525.47039 19768.48039 17777.70139 8981.97189 8094.30589 10898.38889 4534.92824 10724.55214 17322.62744 16313.60594 18773.32094 16883.13194 9328.47944 8406.90944 5158.94444
